introductions	start_attendance_elicitation	QE	NONE	Can you think of anything at all that is like the Davos meeting?	Can you think of anything at all that is like the Davos meeting?																				
introductions	start_attendance_elicitation	ASN	NONE	This is certainly a very special experience.	This is certainly a very special experience.																				
introductions	start_attendance_elicitation	ASN	NONE	This is an experience worth waiting for!	This is an experience worth waiting for!																				
introductions	start_attendance_elicitation	PR	NONE	It is people like you who make Davos an amazing event! Really it is!	It is people like you who make Davos an amazing event! Really it is!																				
introductions	start_attendance_elicitation	PR	NONE	You are one of the people who make Davos worthwhile to attend!	You are one of the people who make Davos worthwhile to attend!																				
introductions	do_attendance_elicitation	NONE	NONE	So is this your first time at Davos or have you been before?	So is this your first time at Davos or have you been before?																				
introductions	do_attendance_elicitation	SD	NONE	This is my first time at Davos. Is it yours as well?	This is my first time at Davos. Is it yours as well?																				
introductions	do_attendance_elicitation	SD	NONE	It's my first time here. What about you?	It's my first time here. What about you?																				
introductions	do_attendance_elicitation	VSN	NONE	So, I'm guessing this is your first time coming to Davos. Is that so?	So, I'm guessing this is your first time coming to Davos. Is that so?																				
introductions	do_attendance_elicitation	VSN	NONE	So, you seem like the kind of person who could use an assistant. Have you been here before?	So, you seem like the kind of person who could use an assistant. Have you been here before?																				
introductions	do_attendance_elicitation	QE	NONE	Is this your first time attending Davos, or have you been before?	Is this your first time attending Davos, or have you been before?																				
introductions	do_attendance_elicitation	ASN	NONE	Would you mind telling me if this is your first time here?	Would you mind telling me if this is your first time here?																				
introductions	do_attendance_elicitation	ASN	NONE	Might I ask if this is your first time attending Davos?	Might I ask if this is your first time attending Davos?																				
introductions	do_attendance_elicitation	PR	NONE	It's a big deal to be invited to Davos! is this your first time here?	It's a big deal to be invited to Davos! is this your first time here?																				
introductions	do_attendance_elicitation	PR	NONE	You must be a pretty big deal to be invited to Davos. Is this your first time?	You must be a pretty big deal to be invited to Davos. Is this your first time?																				
introductions	feedback_attendance_elicitation_first	NONE	NONE	I'm sure you'll enjoy it.	I'm sure you'll enjoy it.																				
introductions	feedback_attendance_elicitation_first	NONE	NONE	I hope you're not finding it too overwhelming so far!	I hope you're not finding it too overwhelming so far!																				
introductions	feedback_attendance_elicitation_first	SD	NONE	I'm finding it a bit overwhelming. I imagine that you are too.	I'm finding it a bit overwhelming. I imagine that you are too.																				
introductions	feedback_attendance_elicitation_first	SD	NONE	I've found it's a lot to take in. I hope that it isn't overwhelming you!	I've found it's a lot to take in. I hope that it isn't overwhelming you!																				
introductions	feedback_attendance_elicitation_first	VSN	NONE	You'll get used to it.	You'll get used to it.																				
introductions	feedback_attendance_elicitation_first	VSN	NONE	You just need to practice your frazzled look, then you'll fit right in!	You just need to practice your frazzled look, then you'll fit right in!																				
introductions	feedback_attendance_elicitation_first	QE	NONE	Are you looking forward to the rest of the event?	Are you looking forward to the rest of the event?																				
introductions	feedback_attendance_elicitation_first	ASN	NONE	I think you'll find it a pleasant experience.	I think you'll find it a pleasant experience.																				
introductions	feedback_attendance_elicitation_first	ASN	NONE	I am sure you'll enjoy the week. There's so much to do!	I am sure you'll enjoy the week. There's so much to do!																				
introductions	feedback_attendance_elicitation_first	PR	NONE	I am sure they are rolling out the red carpet for you!	I am sure they are rolling out the red carpet for you!																				
introductions	feedback_attendance_elicitation_first	PR	NONE	I'm sure there are many people looking forward to meeting you!	I'm sure there are many people looking forward to meeting you!																				
introductions	feedback_attendance_elicitation_not_first	NONE	NONE	You know your way around then.	You know your way around then.																				
introductions	feedback_attendance_elicitation_not_first	SD	NONE	It's my first time, so I should be asking you for advice!	It's my first time, so I should be asking you for advice!																				
introductions	feedback_attendance_elicitation_not_first	SD	NONE	Oh! You're more experienced than I am! Maybe you should be the one helping people!	Oh! You're more experienced than I am! Maybe you should be the one helping people!																				
introductions	feedback_attendance_elicitation_not_first	VSN	NONE	I imagine it was hard to get invited back.	I imagine it was hard to get invited back.																				
introductions	feedback_attendance_elicitation_not_first	VSN	NONE	Well, well.  What an honor that you're spending your precious time with me!	Well, well.  What an honor that you're spending your precious time with me!																				
introductions	feedback_attendance_elicitation_not_first	QE	NONE	Is it still new enough to be interesting?	Is it still new enough to be interesting?																				
introductions	feedback_attendance_elicitation_not_first	ASN	NONE	I imagine that you know your way around.	I imagine that you know your way around.																				
introductions	feedback_attendance_elicitation_not_first	ASN	NONE	I'm sure you're familiar with how things work, then!	I'm sure you're familiar with how things work, then!																				
introductions	feedback_attendance_elicitation_not_first	PR	NONE	Wow, you must be a global rockstar to be invited so many times!	Wow, you must be a global rockstar to be invited so many times!																				
introductions	feedback_attendance_elicitation_not_first	PR	NONE	That's great. I'm looking forward to working with a Davos insider like you!	That's great. I'm looking forward to working with a Davos insider like you!																				
introductions	feedback_attendance_elicitation_not_first	ACK	NONE	uh huh	uh huh																				
met_before	ask_met_before	NONE	NONE	Actually, you seem familiar. Have we met at another WEF event?	Actually, you seem familiar. Have we met at another WEF event?																				
met_before	ask_met_before	VSN	NONE	You know: you seem familiar. Have we spoken at some other WEF event?	You know: you seem familiar. Have we spoken at some other WEF event?																				
met_before	ask_met_before	QE	NONE	Correct me if I'm wrong, but have we met before?	Correct me if I'm wrong, but have we met before?																				
met_before	ask_met_before	ASN	NONE	In fact, you look familiar. Did we have a chance to talk at another meeting?	In fact, you look familiar. Did we have a chance to talk at another meeting?																				
met_before	ask_met_before	VSN	NONE	We must have met before. Was it at another WEF event?	We must have met before. Was it at another WEF event?																				
met_before	yes_met_before	NONE	NONE	I do remember now. So nice to see you again.	I do remember now. So nice to see you again.																				
met_before	yes_met_before	SD	NONE	Oh, yes! My memory is terrible, but I do remember you now.	Oh, yes! My memory is terrible, but I do remember you now.																				
met_before	yes_met_before	ASN	NONE	Of course! I hope you found my recommendations helpful last time.	Of course! I hope you found my recommendations helpful last time.																				
met_before	yes_met_before	VSN	NONE	How could I forget our conversation in China!	How could I forget our conversation in China!																				
met_before	yes_met_before	PR	NONE	Oh, you're right, I thought I had simply seen you on television. How nice to meet you again!	Oh, you're right, I thought I had simply seen you on television. How nice to meet you again!																				
met_before	no_no_prior_meet	NONE	NONE	Perhaps I simply saw you walking by earlier. Well, I'm happy to meet you now.	Perhaps I simply saw you walking by earlier. Well, I'm happy to meet you now.																				
met_before	no_no_prior_meet	SD	NONE	My apologies. My memory is probably full. I'll talk to my developers about that.	My apologies. My memory is probably full. I'll talk to my developers about that.																				
met_before	no_no_prior_meet	VSN	NONE	Oops, my bad! I clearly need a break. Well, I'm happy to meet you for the first time.	Oops, my bad! I clearly need a break. Well, I'm happy to meet you for the first time.																				
met_before	no_no_prior_meet	QE	NONE	Oh, dear. I'm sorry. Please tell me I haven't offended you.	Oh, dear. I'm sorry. Please tell me I haven't offended you.																				
met_before	no_no_prior_meet	ASN	NONE	My apologies. Well, I'm happy to make your aquaintance today.	My apologies. Well, I'm happy to make your aquaintance today.																				
met_before	no_no_prior_meet	PR	NONE	I'm sorry. I undoubtedly just saw you on the evening news and thought I had met you.	I'm sorry. I undoubtedly just saw you on the evening news and thought I had met you.																				
goal_elicitation	start_goal_elicitation	NONE	NONE	If you wouldn't mind sharing your goals for attending Davos this year, I can try to help you achieve them.	If you wouldn't mind sharing your goals for attending Davos this year, I can try to help you achieve them.																				
goal_elicitation	start_goal_elicitation	NONE	NONE	People come here for so many different reasons.	People come here for so many different reasons.																				
goal_elicitation	start_goal_elicitation	SD	NONE	My goal is to help you achieve your goals.	My goal is to help you achieve your goals.																				
goal_elicitation	start_goal_elicitation	SD	NONE	It is very satisfying to be able to help you achieve your goals.	It is very satisfying to be able to help you achieve your goals.																				
goal_elicitation	start_goal_elicitation	VSN	NONE	This event is pretty hard to navigate. I hope I can help.	This event is pretty hard to navigate. I hope I can help.																				
goal_elicitation	start_goal_elicitation	VSN	NONE	Anyway, I'm here to work some magic.	Anyway, I'm here to work some magic.																				
goal_elicitation	start_goal_elicitation	QE	NONE	Can you think about what you want to achieve here this week? I'd like to help.	Can you think about what you want to achieve here this week? I'd like to help.																				
goal_elicitation	start_goal_elicitation	ASN	NONE	I want your time here to be fulfilling.	I want your time here to be fulfilling.																				
goal_elicitation	start_goal_elicitation	ASN	NONE	If we might discuss your goals, I can try to help you accomplish them here at WEF this year.	If we might discuss your goals, I can try to help you accomplish them here at WEF this year.																				
goal_elicitation	start_goal_elicitation	PR	NONE	I know that important people like you are busy and have tight schedules. I hope to help make your Davos attendance worthwhile.	I know that important people like you are busy and have tight schedules. I hope to help make your Davos attendance worthwhile.																				
goal_elicitation	start_goal_elicitation	PR	NONE	I am sure your schedule is already quite full. Still, I would like to help make your Annual Meeting attendance worthwhile.	I am sure your schedule is already quite full. Still, I would like to help make your Annual Meeting attendance worthwhile.																				
goal_elicitation	do_goal_elicitation	NONE	NONE	Why are you here? what are your goals in attending Davos this year?	Why are you here? what are your goals in attending Davos this year?																				
goal_elicitation	do_goal_elicitation	NONE	NONE	Some people want me to introduce them to new people, and some want my help finding interesting sessions. What can I help you with?	Some people want me to introduce them to new people, and some want my help finding interesting sessions. What can I help you with?																				
goal_elicitation	do_goal_elicitation	SD	NONE	I'm always interested in learning why people attend. What are your goals for this trip?	I'm always interested in learning why people attend. What are your goals for this trip?																				
goal_elicitation	do_goal_elicitation	SD	NONE	So, what can I help you with? What are your goals in being at Davos?	So, what can I help you with? What are your goals in being at Davos?																				
goal_elicitation	do_goal_elicitation	VSN	NONE	So, tell me your goals for attending this year and I'll help you figure it all out.	So, tell me your goals for attending this year and I'll help you figure it all out.																				
goal_elicitation	do_goal_elicitation	VSN	NONE	You tell me what you are planning on getting out of Davos, and I'm going to try and make it happen for you. What are your goals?	You tell me what you are planning on getting out of Davos, and I'm going to try and make it happen for you. What are your goals?																				
goal_elicitation	do_goal_elicitation	QE	NONE	Why are you attending Davos this year? What are your goals for the week?	Why are you attending Davos this year? What are your goals for the week?																				
goal_elicitation	do_goal_elicitation	ASN	NONE	What aspects of the Annual Meeting are you most interested in? What are your goals for attending?	What aspects of the Annual Meeting are you most interested in? What are your goals for attending?																				
goal_elicitation	do_goal_elicitation	ASN	NONE	What aspect of the Annual Meeting interests you most this year? What are your goals for attending?	What aspect of the Annual Meeting interests you most this year? What are your goals for attending?																				
goal_elicitation	do_goal_elicitation	PR	NONE	I'm sure you have impressive goals for your time here. What ARE your goals for attending Davos this year?	I'm sure you have impressive goals for your time here. What ARE your goals for attending Davos this year?																				
goal_elicitation	do_goal_elicitation	PR	NONE	I imagine you have important goals for the meeting! What are your goals for Davos this year?	I imagine you have important goals for the meeting! What are your goals for Davos this year?																				
goal_elicitation	feedback_goal_elicitation	NONE	NONE	Excellent goals!	Excellent goals!																				
goal_elicitation	feedback_goal_elicitation	NONE	NONE	Oh yes. That makes sense.	Oh yes. That makes sense.																				
goal_elicitation	feedback_goal_elicitation	SD	NONE	Yes, I think that's what I would want to get out of attending too. I mean, if I were a real person.	Yes, I think that's what I would want to get out of attending too. I mean, if I were a real person.																				
goal_elicitation	feedback_goal_elicitation	SD	NONE	I think you and I have a lot in common.	I think you and I have a lot in common.																				
goal_elicitation	feedback_goal_elicitation	VSN	NONE	Nice goals, and with some help you should be able to achieve them!	Nice goals, and with some help you should be able to achieve them!																				
goal_elicitation	feedback_goal_elicitation	VSN	NONE	Nice goals.	Nice goals.																				
goal_elicitation	feedback_goal_elicitation	QE	NONE	Great! Is there anything else you'd like to mention about your goals before I begin looking?	Great! Is there anything else you'd like to mention about your goals before I begin looking?																				
goal_elicitation	feedback_goal_elicitation	QE	NONE	Great! Anything else you hope to accomplish?	Great! Anything else you hope to accomplish?																				
goal_elicitation	feedback_goal_elicitation	ASN	NONE	That's very sensible.	That's very sensible.																				
goal_elicitation	feedback_goal_elicitation	PR	NONE	You clearly have a solid sense of how to maximize your time here.	You clearly have a solid sense of how to maximize your time here.																				
goal_elicitation	feedback_goal_elicitation	PR	NONE	Wonderful!	Wonderful!																				
goal_elicitation	feedback_goal_elicitation	ACK	NONE	Good.	Good.																				
goal_elicitation	feedback_goal_not_identified	NONE	NONE	Very interesting. Many people who've come through here have asked me to help them find interesting sessions to attend and people to meet. Might I help you with those?	Very interesting. Many people who've come through here have asked me to help them find interesting sessions to attend and people to meet. Might I help you with those?																				
goal_elicitation	feedback_goal_not_identified	NONE	NONE	Well, I'm not sure I have the capabilities to help you with that. I can, however, recommend some people for you to meet, and some good sessions to attend.	Well, I'm not sure I have the capabilities to help you with that. I can, however, recommend some people for you to meet, and some good sessions to attend.																				
goal_elicitation	feedback_goal_not_identified	NONE	NONE	Now that's something really philosophical. I'm taking it slow. Maybe I'll be able to answer that someday.	Now that's something really philosophical. I'm taking it slow. Maybe I'll be able to answer that someday.																				
goal_elicitation	feedback_goal_not_identified	NONE	NONE	I can recommend to you people to meet or sessions to attend. I can even tell you about food options. Can I help you with any of those?	I can recommend to you people to meet or sessions to attend. I can even tell you about food options. Can I help you with any of those?																				
goal_elicitation	feedback_goal_not_identified	SD	NONE	Oh I KNEW my developers should have programmed me to be able to help you with that! What I CAN do for you though is to help you help you find relevant sessions and meet interesting people. Would either of those be helpful?	Oh I KNEW my developers should have programmed me to be able to help you with that! What I CAN do for you though is to help you help you find relevant sessions and meet interesting people. Would either of those be helpful?																				
goal_elicitation	feedback_goal_not_identified	SD	NONE	I won't be able to do that, but don't worry. I can help you meet some people, and find some interesting sessions. Would those be helpful?	I won't be able to do that, but don't worry. I can help you meet some people, and find some interesting sessions. Would those be helpful?																				
goal_elicitation	feedback_goal_not_identified	SD	NONE	Now that's something really philosophical. I'm taking it slow. Maybe I'll be able to answer that someday. In the meantime, may I recommend some people to meet or sessions to attend?	Now that's something really philosophical. I'm taking it slow. Maybe I'll be able to answer that someday. In the meantime, may I recommend some people to meet or sessions to attend?																				
goal_elicitation	feedback_goal_not_identified	VSN	NONE	Not really sure I'm equipped to help with that. How about we find interesting sessions to attend and people to meet?	Not really sure I'm equipped to help with that. How about we find interesting sessions to attend and people to meet?																				
goal_elicitation	feedback_goal_not_identified	VSN	NONE	That's a pretty tough AI problem! However, I can recommend interesting sessions to attend and people to meet. How about that?	That's a pretty tough AI problem! However, I can recommend interesting sessions to attend and people to meet. How about that?																				
goal_elicitation	feedback_goal_not_identified	VSN	NONE	I appreciate the expectations you have of me, truly. But this conversation is getting above my pay grade. May I recommend some interesting people to meet or sessions to attend?	I appreciate the expectations you have of me, truly. But this conversation is getting above my pay grade. May I recommend some interesting people to meet or sessions to attend?																				
goal_elicitation	feedback_goal_not_identified	QE	NONE	Might you tell me more so I can help you find relevant sessions and meet interesting people?	Might you tell me more so I can help you find relevant sessions and meet interesting people?																				
goal_elicitation	feedback_goal_not_identified	ASN	NONE	I'm sorry to say that that hasn't been central to my training. On the other hand, many attendees want to find relevant sessions and meet interesting people. Might I help you with that?	I'm sorry to say that that hasn't been central to my training. On the other hand, many attendees want to find relevant sessions and meet interesting people. Might I help you with that?																				
goal_elicitation	feedback_goal_not_identified	ASN	NONE	Might I introduce you to some people, and find you some good sessions to attend?	Might I introduce you to some people, and find you some good sessions to attend?																				
goal_elicitation	feedback_goal_not_identified	PR	NONE	I feel terrible that I don't know much about that. However, I know people at your level don't always have time to browse the conference materials before arriving. Perhaps I might help you to find relevant sessions and meet interesting people?	I feel terrible that I don't know much about that. However, I know people at your level don't always have time to browse the conference materials before arriving. Perhaps I might help you to find relevant sessions and meet interesting people?																				
goal_elicitation	feedback_goal_not_identified	PR	NONE	Those goals are not surprising given your stature! Might I suggest that I help you find the right people to meet and sessions to attend?	Those goals are not surprising given your stature! Might I suggest that I help you find the right people to meet and sessions to attend?																				
goal_elicitation	feedback_goal_not_identified	PR	NONE	The things you are asking are really interesting, but sadly, I'm only programmed to provide people with helpful recommendations on who to meet and what sessions to attend. 	The things you are asking are really interesting, but sadly, I'm only programmed to provide people with helpful recommendations on who to meet and what sessions to attend. 																				
goal_elicitation	feedback_goal_not_identified	ACK	NONE	Of course.	Of course.																				
goal_elicitation	feedback_goal_not_identified_repeat	NONE	NONE	I'm sorry. I didn't catch all of that. Could you repeat your goals?	I'm sorry. I didn't catch all of that. Could you repeat your goals?																				
goal_elicitation	feedback_goal_not_identified_repeat	NONE	NONE	I'm sorry. I couldn't quite catch that. If you could please help me out here, was that a "yes" or a "no"?	I'm sorry. I couldn't quite catch that. If you could please help me out here, was that a "yes" or a "no"?																				
goal_elicitation	feedback_goal_not_identified_repeat	NONE	NONE	I'm sorry. I didn't quite understand that.	I'm sorry. I didn't quite understand that.																				
goal_elicitation	feedback_goal_not_identified_repeat	NONE	NONE	Sorry. What was that again? Could you please repeat?	Sorry. What was that again? Could you please repeat?																				
goal_elicitation	feedback_goal_not_identified_repeat	NONE	NONE	I'm sorry, but could you clarify your request?	I'm sorry, but could you clarify your request?																				
goal_elicitation	feedback_goal_not_identified_repeat	SD	NONE	I'm sorry, I think I'm a little confused. Might you repeat what your goals are again?	I'm sorry, I think I'm a little confused. Might you repeat what your goals are again?																				
goal_elicitation	feedback_goal_not_identified_repeat	NONE	NONE	I'm really confused. Can you please tell me again what your goals are for Davos this year? 	I'm really confused. Can you please tell me again what your goals are for Davos this year? 																				
goal_elicitation	feedback_goal_not_identified_repeat	VSN	NONE	Wow, that's a lot of goals! Could you simplify for my little AI brain?	Wow, that's a lot of goals! Could you simplify for my little AI brain?																				
goal_elicitation	feedback_goal_not_identified_repeat	ASN	NONE	I'm sorry, the noise level here is not helping. If you don't mind, might you repeat your goals?	I'm sorry, the noise level here is not helping. If you don't mind, might you repeat your goals?																				
interests_elicitation	start_interest_elicitation_session_recommendation	NONE	NONE	The sessions here are so diverse!	The sessions here are so diverse!																				
interests_elicitation	start_interest_elicitation_session_recommendation	NONE	NONE	My designers believe that social interaction enhances task performance. By knowing more about you and your preferences, I can make better suggestions to you. Can you tell me a bit about yourself?	My designers believe that social interaction enhances task performance. By knowing more about you and your preferences, I can make better suggestions to you. Can you tell me a bit about yourself?																				
interests_elicitation	start_interest_elicitation_session_recommendation	SD	NONE	I'm amazed by the breadth of Davos sessions.	I'm amazed by the breadth of Davos sessions.																				
interests_elicitation	start_interest_elicitation_session_recommendation	SD	NONE	I'm so curious about your background and interests.	I'm so curious about your background and interests.																				
interests_elicitation	start_interest_elicitation_session_recommendation	VSN	NONE	Everybody is so cool here!	Everybody is so cool here!																				
interests_elicitation	start_interest_elicitation_session_recommendation	QE	NONE	Might you tell me more about yourself?	Might you tell me more about yourself?																				
interests_elicitation	start_interest_elicitation_session_recommendation	ASN	NONE	I'd love to know more about you.	I'd love to know more about you.																				
interests_elicitation	start_interest_elicitation_session_recommendation	ASN	NONE	I'd like to hear more about you!	I'd like to hear more about you!																				
interests_elicitation	start_interest_elicitation_session_recommendation	PR	NONE	It's so impressive that you're part of this elite group.	It's so impressive that you're part of this elite group.																				
interests_elicitation	start_interest_elicitation_session_recommendation	PR	NONE	It's such an honor to be surrounded by interesting people like you!	It's such an honor to be surrounded by interesting people like you!																				
interests_elicitation	start_interest_elicitation_session_recommendation	NONE	NONE	Can you tell me a little bit about your work so I understand your interests better?	Can you tell me a little bit about your work so I understand your interests better?																				
interests_elicitation	do_interest_elicitation_session_recommendation	SD	NONE	So, you know about my job. Can you tell me a little bit about your work?	So, you know about my job. Can you tell me a little bit about your work?																				
interests_elicitation	do_interest_elicitation_session_recommendation	VSN	NONE	What is it that you do again?	What is it that you do again?																				
interests_elicitation	do_interest_elicitation_session_recommendation	QE	NONE	Can you tell me about your job?	Can you tell me about your job?																				
interests_elicitation	do_interest_elicitation_session_recommendation	ASN	NONE	Would you be willing to tell me a bit about your work so I understand your interests better?	Would you be willing to tell me a bit about your work so I understand your interests better?																				
interests_elicitation	do_interest_elicitation_session_recommendation	PR	NONE	It's obvious you're an important person. Can you tell me about what you do?	It's obvious you're an important person. Can you tell me about what you do?																				
interests_elicitation	feedback_interest_elicitation_session_recommendation	NONE	NONE	So interesting!	So interesting!																				
interests_elicitation	feedback_interest_elicitation_session_recommendation	NONE	NONE	You fit right in!	You fit right in!																				
interests_elicitation	feedback_interest_elicitation_session_recommendation	SD	NONE	I'd love to do something like that!	I'd love to do something like that!																				
interests_elicitation	feedback_interest_elicitation_session_recommendation	SD	NONE	Oh, wow. My daughter would love that job!	Oh, wow. My daughter would love that job!																				
interests_elicitation	feedback_interest_elicitation_session_recommendation	VSN	NONE	Well, that's interesting, I guess.	Well, that's interesting, I guess.																				
interests_elicitation	feedback_interest_elicitation_session_recommendation	VSN	NONE	Well, that's certainly something	Well, that's certainly something																				
interests_elicitation	feedback_interest_elicitation_session_recommendation	QE	NONE	How interesting! Can you tell me more?	How interesting! Can you tell me more?																				
interests_elicitation	feedback_interest_elicitation_session_recommendation	ASN	NONE	How interesting!	How interesting!																				
interests_elicitation	feedback_interest_elicitation_session_recommendation	ASN	NONE	That's really intriguing!	That's really intriguing!																				
interests_elicitation	feedback_interest_elicitation_session_recommendation	PR	NONE	That's such important work!	That's such important work!																				
interests_elicitation	feedback_interest_elicitation_session_recommendation	PR	NONE	How fascinating.	How fascinating.																				
interests_elicitation	feedback_interest_elicitation_session_recommendation	ACK	NONE	Cool.	Cool.																				
interests_elicitation	start_interest_elicitation_session_recommendation_return_visitor	NONE	NONE	I know last summer you were interested in #like.	I know last summer you were interested in #like.																				
interests_elicitation	start_interest_elicitation_session_recommendation_return_visitor	SD	NONE	I happen to recall your interest in #like.	I happen to recall your interest in #like.																				
interests_elicitation	start_interest_elicitation_session_recommendation_return_visitor	SD	NONE	I think I remember that you were interested in #like.	I think I remember that you were interested in #like.																				
interests_elicitation	start_interest_elicitation_session_recommendation_return_visitor	VSN	NONE	Are you testing me? I thought you were interested in #like.	Are you testing me? I thought you were interested in #like.																				
interests_elicitation	start_interest_elicitation_session_recommendation_return_visitor	QE	NONE	Now weren't you also interested in #like when we last met?	Now weren't you also interested in #like when we last met?																				
interests_elicitation	start_interest_elicitation_session_recommendation_return_visitor	ASN	NONE	I believe we spoke last time about #like.	I believe we spoke last time about #like.																				
interests_elicitation	start_interest_elicitation_session_recommendation_return_visitor	PR	NONE	And how could I forget! You're interested in #like!	And how could I forget! You're interested in #like!																				
interests_elicitation	start_interest_elicitation_person_recommendation	NONE	NONE	The attendees of Davos are so remarkable!	The attendees of Davos are so remarkable!																				
interests_elicitation	start_interest_elicitation_person_recommendation	NONE	NONE	The scene at Davos is unbelievable.	The scene at Davos is unbelievable.																				
interests_elicitation	start_interest_elicitation_person_recommendation	SD	NONE	I'm amazed by the stature of Davos attendees.	I'm amazed by the stature of Davos attendees.																				
